보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
부안읍147,1,전북특별자치도 부안군 부안읍 내요석하길 18-11,전북특별자치도 부안군 부안읍 내요리 560-2,35.68432202,126.7369986929,,한전주,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1469,1,전북특별자치도 부안군 부안읍 회성길 54,전북특별자치도 부안군 부안읍 옹중리 303,35.70389393,126.7486963,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1468,1,전북특별자치도 부안군 부안읍 봉덕길 15-5,전북특별자치도 부안군 부안읍 봉덕리 95-6,35.72336821,126.7449769,,한전주,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1462,1,전북특별자치도 부안군 부안읍 덕촌길 29,전북특별자치도 부안군 부안읍 선은리 97,35.7339717513,126.7445118,,한전주,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1461,1,,전북특별자치도 부안군 부안읍 서외리 62-3,35.7251210628,126.7310234,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1460,1,전북특별자치도 부안군 부안읍 선은2길 8-13,전북특별자치도 부안군 부안읍 선은리 526-3,35.74015253,126.7365774,,한전주,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
계화면481,1,,전북특별자치도 부안군 계화면 창북리 4546-2,35.76815712,126.6883074,,한전주,063-580-3604,계화면사무소,2026-03-27,4791000,전북특별자치도 부안군
부안읍146,1,전북특별자치도 부안군 부안읍 내요석하길 18-3,전북특별자치도 부안군 부안읍 내요리 570,35.68465832,126.7364136,,한전주,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1459,1,,전북특별자치도 부안군 부안읍 선은리 384-2,35.7365008413,126.7405262,,한전주,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1458,1,전북특별자치도 부안군 부안읍 역귀길 39-21,전북특별자치도 부안군 부안읍 내요리 105,35.69429446,126.7477634,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1457,1,전북특별자치도 부안군 부안읍 향교길 24-5,전북특별자치도 부안군 부안읍 서외리 256-2,35.73110718,126.7283525,,한전주,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1456,1,전북특별자치도 부안군 부안읍 학당길 17,전북특별자치도 부안군 부안읍 연곡리 475-1,35.71161462,126.7311373,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1455,1,전북특별자치도 부안군 부안읍 교동3길 14-4,전북특별자치도 부안군 부안읍 봉덕리 681,35.71517552,126.7312135,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1450-1,1,,전북특별자치도 부안군 부안읍 봉덕리 782-4,35.722662,126.7369086,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1450,1,,전북특별자치도 부안군 부안읍 봉덕리 913,35.72265504,126.7362456,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍145,1,전북특별자치도 부안군 부안읍 내요석하길 19,전북특별자치도 부안군 부안읍 내요리 466-1,35.68480723,126.7360025,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1509,1,전북특별자치도 부안군 부안읍 낭주길 5,전북특별자치도 부안군 부안읍 선은리 258-1,35.72915452,126.7380774,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1508,1,전북특별자치도 부안군 부안읍 노휴재길 15-6,전북특별자치도 부안군 부안읍 동중리 45-5,35.73312072,126.7355498,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1507-1,1,,전북특별자치도 부안군 부안읍 동중리 378-1,35.7346955092,126.7346057968,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1507,1,,전북특별자치도 부안군 부안읍 모산리 679-2,35.71542008,126.7512505703,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1506-1,1,전북특별자치도 부안군 부안읍 의관길 3,전북특별자치도 부안군 부안읍 동중리 323-1,35.73278593,126.7337091,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1506,1,,전북특별자치도 부안군 부안읍 봉덕리 546-6,35.72118216,126.736744,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1505-4,1,,전북특별자치도 부안군 부안읍 봉덕리 539-2,35.72064561,126.7362883,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1505-3,1,,전북특별자치도 부안군 부안읍 봉덕리 601-8,35.7208106865,126.7361890647,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
계화면485,1,전북특별자치도 부안군 계화면 새포로 470,전북특별자치도 부안군 계화면 창북리 3358-1,35.76869823,126.6897235,,한전주,063-580-3604,계화면사무소,2026-03-27,4791000,전북특별자치도 부안군
부안읍1505-2,1,,전북특별자치도 부안군 부안읍 봉덕리 548,35.72098712,126.7361945,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1505-1,1,,전북특별자치도 부안군 부안읍 봉덕리 915,35.72108543,126.7358688826,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1505,1,,전북특별자치도 부안군 부안읍 봉덕리 546-11,35.72105368,126.736525,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1502,1,전북특별자치도 부안군 부안읍 의관길 25-1,전북특별자치도 부안군 부안읍 동중리 382-2,35.73473197,126.7344963,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1501,1,전북특별자치도 부안군 부안읍 의관길 31-6,전북특별자치도 부안군 부안읍 동중리 384-2,35.73513265,126.7348879,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍150,1,,전북특별자치도 부안군 부안읍 내요리 723-5,35.6833924798,126.7355606,,한전주,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1497-1,1,전북특별자치도 부안군 부안읍 효동길 3-28,전북특별자치도 부안군 부안읍 연곡리 208-13,35.70694504,126.7430904,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1496,1,전북특별자치도 부안군 부안읍 선돌로 42-8,전북특별자치도 부안군 부안읍 신흥리 153-30,35.69654805,126.7305692,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1494,1,,전북특별자치도 부안군 부안읍 모산리 566-24,35.71422104,126.7528783,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1491,1,전북특별자치도 부안군 부안읍 봉신1길 3,전북특별자치도 부안군 부안읍 봉덕리 610-1,35.7215349,126.7325717,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
계화면484,1,,전북특별자치도 부안군 계화면 창북리 4546-2,35.76815712,126.6883074,,한전주,063-580-3604,계화면사무소,2026-03-27,4791000,전북특별자치도 부안군
부안읍1490,1,,전북특별자치도 부안군 부안읍 서외리 484-1,35.7209145901,126.7293986798,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍149-1,1,,전북특별자치도 부안군 백산면 죽림리 763,35.68243666,126.7368463,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍149,1,,전북특별자치도 부안군 부안읍 내요리 602-1,35.6832082523,126.7364601,,한전주,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1489,1,전북특별자치도 부안군 부안읍 옹정로 43,전북특별자치도 부안군 부안읍 내요리 979-1,35.69635223,126.7385275,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1487,1,전북특별자치도 부안군 부안읍 수반길 39,전북특별자치도 부안군 부안읍 모산리 528-6,35.71585878,126.755240,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1484,1,,전북특별자치도 부안군 부안읍 연곡리 618,35.70858661,126.7483854947,2018,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1483,1,전북특별자치도 부안군 부안읍 덕촌길 24-72,전북특별자치도 부안군 부안읍 선은리 60-3,35.7340912,126.7456159,2018,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1482,1,전북특별자치도 부안군 부안읍 동중1길 18,전북특별자치도 부안군 부안읍 동중리 118,35.72834619,126.7357689,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1481-2,1,,전북특별자치도 부안군 부안읍 봉덕리 583-11,35.7244975383,126.7348233,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1481-1,1,,전북특별자치도 부안군 부안읍 봉덕리 850,35.72475869,126.734875,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
계화면483,1,전북특별자치도 부안군 계화면 간재로 508-19,전북특별자치도 부안군 계화면 창북리 1073-22,35.76801782,126.6891375,,한전주,063-580-3604,계화면사무소,2026-03-27,4791000,전북특별자치도 부안군
부안읍1481,1,전북특별자치도 부안군 부안읍 수정길 9-2,전북특별자치도 부안군 부안읍 봉덕리 587-3,35.72421812,126.7348946,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍154,1,전북특별자치도 부안군 부안읍 내요석하길 9,전북특별자치도 부안군 부안읍 내요리 740-1,35.684201813,126.7354155,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1539-1,1,전북특별자치도 부안군 부안읍 소금샘1길 3,전북특별자치도 부안군 부안읍 서외리 417-11,35.72780533,126.726349,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1539,1,전북특별자치도 부안군 부안읍 소금샘1길 3,전북특별자치도 부안군 부안읍 서외리 417-11,35.72780533,126.726349,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1537,1,전북특별자치도 부안군 부안읍 매창로 221,전북특별자치도 부안군 부안읍 봉덕리 266,35.71923294,126.743406,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
계화면488,1,,전북특별자치도 부안군 계화면 양산리 2574-16,35.77767682,126.7131123,,한전주,063-580-3604,계화면사무소,2026-03-27,4791000,전북특별자치도 부안군
계화면047,1,,전북특별자치도 부안군 계화면 계화리 52-7,35.7972359,126.6378912,,한전주,063-580-3604,계화면사무소,2026-03-27,4791000,전북특별자치도 부안군
계화면002,1,전북특별자치도 부안군 계화면 계화3길 11,전북특별자치도 부안군 계화면 계화리 516-7,35.78666931,126.6391553,,한전주,063-580-3604,계화면사무소,2026-03-27,4791000,전북특별자치도 부안군
부안읍1535,1,전북특별자치도 부안군 부안읍 당산1길 18-4,전북특별자치도 부안군 부안읍 서외리 97-3,35.72895656,126.7320979479,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1534,1,,전북특별자치도 부안군 부안읍 행중리 139-2,35.71165837,126.7534597,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1533-1,1,,전북특별자치도 부안군 부안읍 선은리 592-1,35.7413445058,126.7334519185,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1533,1,전북특별자치도 부안군 부안읍 석정로 44-26,전북특별자치도 부안군 부안읍 선은리 613-1,35.74056519,126.7321047,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1532,1,,전북특별자치도 부안군 부안읍 선은리 448-3,35.73548447,126.7426646,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1531,1,,전북특별자치도 부안군 부안읍 선은리 266-6,35.72988687,126.7382979,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍153,1,,전북특별자치도 부안군 부안읍 내요리 749-4,35.68449076,126.7350464,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1526,1,전북특별자치도 부안군 부안읍 금추길 51-17,전북특별자치도 부안군 부안읍 행중리 44-37,35.70344359,126.7715002022,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1525,1,전북특별자치도 부안군 부안읍 부평로 74-64,전북특별자치도 부안군 부안읍 행중리 572,35.70425919,126.7604921,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
부안읍1524,1,전북특별자치도 부안군 부안읍 옹정로 181,전북특별자치도 부안군 부안읍 옹중리 343-1,35.70443056,126.7448315,,,063-580-3531,부안읍행정복지센터,2026-03-27,4791000,전북특별자치도 부안군
계화면487,1,,전북특별자치도 부안군 계화면 창북리 3284-1,35.77190008,126.701405,,,063-580-3604,계화면사무소,2026-03-27,4791000,전북특별자치도 부안군
