교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자
문상교,03,일반국도,일반국도31호선,31,03,경상북도,영양군,47760,경상북도 영양군 일월면 문암리, 36.752953, 129.162497, 36.753166, 129.162224,30.2,10,1,4.5,2,N,RC슬래브교,1990,2024-11-30,B,정기점검,미적용,N,,,DB-18(성능개선),32.4,,부산청 영주사무소,054-630-0080,2024-12-31
임기교,02,일반국도,일반국도31호선,31,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 임기리, 36.892021, 129.003253, 36.893194, 129.002400,150,10,1,8,2,N,PSCI거더교,1993,2024-11-30,A,정기점검,미적용,N,,,DB-18(성능개선),32.4,0,부산청 영주사무소,054-630-0080,2024-12-31
상리교(상),02,일반국도,일반국도34호선,34,01,경상북도,안동시,47170,경상북도 안동시 풍산읍 상리리, 36.592257, 128.592514, 36.592777, 128.593732,108,10.5,1.5,7.1,2,Y,RC슬래브교,1991,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
망천교,01,일반국도,일반국도34호선,34,03,경상북도,안동시,47170,경상북도 안동시 임동면 망천리, 36.544910, 128.882143, 36.545668, 128.884922,260,10.5,1.5,54,2,N,강플레이트거더교,1987,2024-12-02,A,정기점검,미적용,N,,,DB-24,43.2,52,부산청 영주사무소,054-630-0080,2024-12-31
박곡교,01,일반국도,일반국도34호선,34,03,경상북도,안동시,47170,경상북도 안동시 임동면 망천리, 36.549346, 128.895036, 36.549448, 128.897024,170,10.5,1.5,31.6,2,N,강플레이트거더교,1988,2024-12-02,A,정기점검,미적용,N,,,DB-24,43.2,29,부산청 영주사무소,054-630-0080,2024-12-31
대평교,01,일반국도,일반국도34호선,34,03,경상북도,안동시,47170,경상북도 안동시 임동면 수곡리, 36.554724, 128.911052, 36.554689, 128.914357,300,10.5,1.5,48.8,2,N,강플레이트거더교,1988,2024-12-12,B,정기점검,미적용,N,,,DB-24,43.2,46,부산청 영주사무소,054-630-0080,2024-12-31
임동교,01,일반국도,일반국도34호선,34,03,경상북도,안동시,47170,경상북도 안동시 임동면 중평리, 36.568526, 128.928349, 36.565768, 128.936546,800,10.5,1.5,45.4,2,N,강플레이트거더교,1988,2024-12-20,C,정기점검,미적용,N,,,DB-24,43.2,42.7,부산청 영주사무소,054-630-0080,2024-12-31
갈전교(34),03,일반국도,일반국도34호선,34,03,경상북도,안동시,47170,경상북도 안동시 임동면 갈전리, 36.566539, 128.962156, 36.566647, 128.963140,90,10.5,1.5,9.6,2,N,PSCI거더교,1989,2024-12-02,B,정기점검,미적용,N,,,DB-18(성능개선),32.4,,부산청 영주사무소,054-630-0080,2024-12-31
부곡교,02,일반국도,일반국도34호선,34,03,경상북도,청송군,47750,경상북도 청송군 진보면 부곡리, 36.554302, 129.009815, 36.551233, 129.011853,390,10.5,1.5,17.3,2,N,PSCI거더교,1991,2024-12-18,B,정기점검,미적용,N,,,DB-24,43.2,15,부산청 영주사무소,054-630-0080,2024-12-31
진보교,02,일반국도,일반국도34호선,34,03,경상북도,청송군,47750,경상북도 청송군 진보면 후평리, 36.537946, 129.018553, 36.536985, 129.020586,210,10.5,1.5,28.7,2,N,PSCI거더교,1991,2024-12-18,A,정기점검,미적용,N,,,DB-24,43.2,26.5,부산청 영주사무소,054-630-0080,2024-12-31
둔전교,99,일반국도,일반국도35호선,35,03,경상북도,안동시,47170,경상북도 안동시 길안면 송사리, 36.353286, 128.926722, 36.353632, 128.926739,40,10,1,5,2,N,RC슬래브교,1993,2024-12-22,B,정기점검,미적용,N,,,DB-18,32.4,,부산청 영주사무소,054-630-0080,2024-12-31
금곡교,02,일반국도,일반국도35호선,35,03,경상북도,안동시,47170,경상북도 안동시 길안면 금곡리, 36.389852, 128.935124, 36.391375, 128.935073,168,9,0,12,2,N,RC박스거더교,1993,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,10,부산청 영주사무소,054-630-0080,2024-12-31
묵계교,02,일반국도,일반국도35호선,35,03,경상북도,안동시,47170,경상북도 안동시 길안면 묵계리, 36.430230, 128.912604, 36.431406, 128.910683,213.2,9,0,8,2,N,PSCI거더교,1993,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,6,부산청 영주사무소,054-630-0080,2024-12-31
만음교,02,일반국도,일반국도35호선,35,03,경상북도,안동시,47170,경상북도 안동시 길안면 만음리, 36.436930, 128.901196, 36.438354, 128.899147,243.6,10,1,10,2,N,PSCI거더교,1993,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,8,부산청 영주사무소,054-630-0080,2024-12-31
명덕교,02,일반국도,일반국도35호선,35,03,경상북도,안동시,47170,경상북도 안동시 길안면 천지리, 36.442661, 128.898487, 36.445488, 128.897345,332.8,10,1,10,2,N,PSCI거더교,1993,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,8,부산청 영주사무소,054-630-0080,2024-12-31
고산교,03,일반국도,일반국도35호선,35,03,경상북도,안동시,47170,경상북도 안동시 도산면 온혜리, 36.767649, 128.835766, 36.767779, 128.835814,20,10,1,3.3,2,N,RC슬래브교,1994,2024-12-22,C,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
관창1교,02,일반국도,일반국도35호선,35,03,경상북도,봉화군,47920,경상북도 봉화군 명호면 북곡리, 36.800965, 128.886793, 36.802724, 128.886796,198.3,8.5,0,11,2,N,PSC슬래브교,1994,2024-09-05,B,정기점검,미적용,N,,,DB-24,43.2,0,부산청 영주사무소,054-630-0080,2024-12-31
북곡교,03,일반국도,일반국도35호선,35,03,경상북도,봉화군,47920,경상북도 봉화군 명호면 북곡리, 36.805456, 128.885573, 36.805699, 128.885532,25,10,1.5,4,2,N,RC슬래브교,1994,2024-12-22,B,정기점검,미적용,N,,,DB-18(성능개선),32.4,,부산청 영주사무소,054-630-0080,2024-12-31
관창2교,02,일반국도,일반국도35호선,35,03,경상북도,봉화군,47920,경상북도 봉화군 명호면 북곡리, 36.814180, 128.886026, 36.815937, 128.885996,198.3,10,1.5,12,2,N,PSC슬래브교,1994,2024-12-22,A,정기점검,미적용,N,,,DB-18(성능개선),32.4,0,부산청 영주사무소,054-630-0080,2024-12-31
갈천1교,03,일반국도,일반국도35호선,35,03,경상북도,봉화군,47920,경상북도 봉화군 명호면 도천리, 36.861135, 128.889274, 36.861497, 128.889513,41,9.7,1,3.6,2,N,RC슬래브교,1994,2024-12-22,B,정기점검,미적용,N,,,DB-18(성능개선),32.4,,부산청 영주사무소,054-630-0080,2024-12-31
갈천2교,02,일반국도,일반국도35호선,35,03,경상북도,봉화군,47920,경상북도 봉화군 명호면 도천리, 36.865980, 128.891299, 36.866841, 128.892584,153.3,9.5,1,11,2,N,PSCI거더교,1994,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,0,부산청 영주사무소,054-630-0080,2024-12-31
갈천3교,03,일반국도,일반국도35호선,35,03,경상북도,봉화군,47920,경상북도 봉화군 명호면 도천리, 36.869958, 128.903591, 36.869561, 128.903210,58,11,1,11,2,N,RC슬래브교,1994,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
옥천2교,03,일반국도,일반국도35호선,35,03,경상북도,봉화군,47920,경상북도 봉화군 법전면 소천리, 36.914675, 128.938006, 36.914918, 128.937989,24,19.4,1,2.4,4,N,RC슬래브교,1994,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
지인교,01,일반국도,일반국도28호선,28,03,경상북도,의성군,47730,경상북도 의성군 다인면 용곡리, 36.529193, 128.367588, 36.526693, 128.363039,500,10,0.5,8.5,2,N,PSC박스거더교,1994,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,6.5,부산청 영주사무소,054-630-0080,2024-12-31
임기철육,03,일반국도,일반국도31호선,31,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 임기리, 36.902105, 128.986925, 36.902382, 128.986903,30,10,1,12,2,N,PSCI거더교,1993,2024-11-30,B,정기점검,미적용,N,,,DB-18(성능개선),32.4,,부산청 영주사무소,054-630-0080,2024-12-31
용궁1교,03,일반국도,일반국도34호선,34,03,경상북도,예천군,47900,경상북도 예천군 용궁면 가야리, 36.609820, 128.279186, 36.609641, 128.280176,90,19,1,8.8,4,N,PSCI거더교,1995,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
용궁2교,02,일반국도,일반국도34호선,34,03,경상북도,예천군,47900,경상북도 예천군 용궁면 가야리, 36.609387, 128.281600, 36.609191, 128.282675,100,19,1,6.5,4,N,PSCI거더교,1995,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,0,부산청 영주사무소,054-630-0080,2024-12-31
용궁3교,03,일반국도,일반국도34호선,34,03,경상북도,예천군,47900,경상북도 예천군 용궁면 가야리, 36.608760, 128.285131, 36.608676, 128.285925,75,19,1,9.1,4,N,PSCI거더교,1995,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
용궁철도육교,03,일반국도,일반국도34호선,34,03,경상북도,예천군,47900,경상북도 예천군 용궁면 가야리, 36.608636, 128.288117, 36.608658, 128.288783,60.1,19,1,10.3,4,N,PSCI거더교,1995,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
여우천교,99,일반국도,일반국도36호선,36,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.929160, 129.053327, 36.929133, 129.052305,80,12.9,5.9,5.7,2,N,PSCI거더교,2016,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
평지교,99,일반국도,일반국도36호선,36,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.929166, 129.054149, 36.929166, 129.054060,10,11.4,3.9,5.6,2,N,라멘교,2016,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
분천교,99,일반국도,일반국도36호선,36,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.929332, 129.057063, 36.929318, 129.056681,35,14.9,4.3,5.8,3,N,PSCI거더교,2016,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
먹골교,02,일반국도,일반국도36호선,36,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.934526, 129.064689, 36.933308, 129.064308,140,11.4,3.4,29.5,2,N,PSCI거더교,2016,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,24,부산청 영주사무소,054-630-0080,2024-12-31
외매교,02,일반국도,일반국도36호선,36,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.940948, 129.065075, 36.940165, 129.064470,105,11.4,3.9,21.2,2,N,PSCI거더교,2016,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,15,부산청 영주사무소,054-630-0080,2024-12-31
꼬치비교,02,일반국도,일반국도36호선,36,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.945285, 129.075968, 36.944805, 129.072520,140,11.4,3.9,12.6,2,N,PSCI거더교,2016,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,8,부산청 영주사무소,054-630-0080,2024-12-31
광비천교,02,일반국도,일반국도36호선,36,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.946455, 129.082740, 36.947071, 129.085453,245,11.4,3.4,38.1,2,N,PSCI거더교,2016,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,32,부산청 영주사무소,054-630-0080,2024-12-31
자마교,02,일반국도,일반국도36호선,36,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.941473, 129.069068, 36.942428, 129.068011,155,11.4,2.4,21.6,2,N,PSCI거더교,2016,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,19,부산청 영주사무소,054-630-0080,2024-12-31
오루숲RAMP-B교,99,일반국도,일반국도36호선,36,02,경상북도,울진군,47930,경상북도 울진군 금강송면 광회리, 36.945078, 129.093910, 36.945729, 129.093035,90,7,3,12,1,Y,PSCI거더교,2016,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
오루숲교,02,일반국도,일반국도36호선,36,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.944240, 129.094426, 36.945682, 129.092882,200,11.4,4.4,10.1,2,N,PSCI거더교,2016,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,21,부산청 영주사무소,054-630-0080,2024-12-31
오루숲RAMP-A교,02,일반국도,일반국도36호선,36,02,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.945602, 129.092807, 36.944692, 129.093568,120,7.4,0.9,17,3,Y,PSCI거더교,2016,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,17,부산청 영주사무소,054-630-0080,2024-12-31
광비교,02,일반국도,일반국도36호선,36,03,경상북도,울진군,47930,경상북도 울진군 금강송면 광회리, 36.938396, 129.105966, 36.939129, 129.103758,200,11.4,3.9,7.6,2,N,PSCI거더교,2016,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,26,부산청 영주사무소,054-630-0080,2024-12-31
내광비교,02,일반국도,일반국도36호선,36,03,경상북도,봉화군,47920,경상북도 봉화군 소천면 분천리, 36.933623, 129.115514, 36.934908, 129.113630,220,11.4,3.2,22.5,2,N,PSCI거더교,2016,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,36,부산청 영주사무소,054-630-0080,2024-12-31
속계교,99,일반국도,일반국도5호선,5,03,경상북도,영주시,47210,경상북도 영주시 풍기읍 백리, 36.876867, 128.506044, 36.877301, 128.506280,63,11.6,2,5,2,N,라멘교,2016,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
백수IC교,99,일반국도,일반국도5호선,5,03,경상북도,영주시,47210,경상북도 영주시 풍기읍 백신리, 36.883925, 128.488284, 36.883832, 128.488358,25,11.6,2.4,5,2,N,PSCI거더교,2016,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
곰수골교,99,일반국도,일반국도5호선,5,03,경상북도,영주시,47210,경상북도 영주시 풍기읍 창락리, 36.889636, 128.483163, 36.889638, 128.483712,35.2,13.7,5.8,5,2,N,PSCI거더교,2016,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
세촌과선교,03,일반국도,일반국도5호선,5,03,경상북도,의성군,47730,경상북도 의성군 단촌면 세촌리, 36.432820, 128.667992, 36.433207, 128.668871,90,19,1,10,4,N,PSCI거더교,1997,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
소호교,99,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 일직면 망호리, 36.465903, 128.662919, 36.466108, 128.662903,11.4,19,1,6.2,4,N,라멘교,1997,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
일직교,02,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 일직면 운산리, 36.472258, 128.662041, 36.474197, 128.661346,225,19,1,5,4,N,PSCI거더교,1997,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,3,부산청 영주사무소,054-630-0080,2024-12-31
송리1교,99,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 일직면 운산리, 36.478361, 128.659223, 36.478469, 128.659137,13.4,19.5,1,6.2,4,N,라멘교,1997,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
원호교,99,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 일직면 원호리, 36.483881, 128.655936, 36.484060, 128.655926,16.8,19,1,9,4,N,라멘교,1997,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
광음1교,02,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 남후면 광음리, 36.497802, 128.667092, 36.499833, 128.667934,240,19,1,7,4,N,PSCI거더교,1997,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,3.2,부산청 영주사무소,054-630-0080,2024-12-31
광음2교,99,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 남후면 광음리, 36.504720, 128.669680, 36.504821, 128.669771,17.2,19,1,8,4,N,라멘교,1997,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
광음3교,02,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 남후면 광음리, 36.507527, 128.678134, 36.510062, 128.680495,360,19,1,12.5,4,N,PSCI거더교,1997,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,0,부산청 영주사무소,054-630-0080,2024-12-31
남후1교,02,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 남후면 무릉리, 36.519487, 128.680784, 36.521272, 128.682726,270,19,1,8.7,4,N,PSCI거더교,1997,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,6.7,부산청 영주사무소,054-630-0080,2024-12-31
남후2교,02,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 남후면 무릉리, 36.523085, 128.686366, 36.523921, 128.688072,180,19,1,9.7,4,N,PSCI거더교,1997,2024-12-22,A,정기점검,미적용,N,,,DB-24,43.2,7.7,부산청 영주사무소,054-630-0080,2024-12-31
남후3교,03,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 남후면 무릉리, 36.524904, 128.690100, 36.525303, 128.690923,90,19,1,11.5,4,N,PSCI거더교,1997,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
사안교,03,일반국도,일반국도5호선,5,03,경상북도,안동시,47170,경상북도 안동시 남후면 무릉리, 36.526183, 128.692687, 36.526330, 128.692969,30.1,19,1,13.5,4,N,PSCI거더교,1997,2024-12-22,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
칠성2교,03,일반국도,일반국도31호선,31,03,경상북도,영양군,47760,경상북도 영양군 일월면 칠성리, 36.735440, 129.153665, 36.735863, 129.153547,50,13.5,1,5,2,N,RC슬래브교,1997,2024-11-30,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
칠성3교,03,일반국도,일반국도31호선,31,03,경상북도,영양군,47760,경상북도 영양군 일월면 칠성리, 36.737182, 129.152350, 36.737788, 129.152460,65,13.5,1,5,2,N,RC슬래브교,1997,2024-11-30,B,정기점검,미적용,N,,,DB-24,43.2,,부산청 영주사무소,054-630-0080,2024-12-31
